cell,x_m,dx_m,porosity,vapor_kg_m3,liquid_kg_m3,ice_kg_m3
3,0.0001523375000000001,1.4166666666666668e-07,0.3916,9.404874754080207e-07,0.0,0.0
3,0.00015247916666666676,1.4166666666666668e-07,0.3916,9.429681832309101e-07,0.0,0.0
3,0.00015262083333333342,1.4166666666666668e-07,0.3916,9.45448891054888e-07,0.0,0.0
3,0.0001527625000000001,1.4166666666666668e-07,0.3916,9.479295988799573e-07,0.0,0.0
3,0.00015290416666666675,1.4166666666666668e-07,0.3916,9.504103067061207e-07,0.0,0.0
3,0.00015304583333333342,1.4166666666666668e-07,0.3916,9.528910145333807e-07,0.0,0.0
3,0.00015318750000000008,1.4166666666666668e-07,0.3916,9.553717223617395e-07,0.0,0.0
3,0.00015332916666666675,1.4166666666666668e-07,0.3916,9.578524301912e-07,0.0,0.0
3,0.0001535250000000001,2.5e-07,0.0,0.0,160.57409106631485,0.02907053439434023
3,0.00015377500000000012,2.5e-07,0.0,0.0,160.79262249423843,0.03230081747580048
3,0.00015402500000000013,2.5e-07,0.0,0.0,160.99978475856693,0.035413817320383706
3,0.00015427500000000013,2.5e-07,0.0,0.0,161.20873595231365,0.038780982936086936
3,0.00015452500000000014,2.5e-07,0.0,0.0,161.41954454450064,0.04242011028124054
3,0.00015477500000000014,2.5e-07,0.0,0.0,161.63226076862662,0.04635026935657658
3,0.00015502500000000015,2.5e-07,0.0,0.0,161.84692210039978,0.0505915438462988
3,0.00015527500000000016,2.5e-07,0.0,0.0,162.06355709341605,0.05516565146836931
3,0.00015552500000000016,2.5e-07,0.0,0.0,162.2821880643078,0.06009543495154178
3,0.00015577500000000017,2.5e-07,0.0,0.0,162.50283297293626,0.06540559695387138
3,0.00015602500000000017,2.5e-07,0.0,0.0,162.72550673829593,0.071122163452944
3,0.00015627500000000018,2.5e-07,0.0,0.0,162.95022216014945,0.07727317472366488
3,0.00015652500000000019,2.5e-07,0.0,0.0,163.17699056426162,0.0838886277120427
3,0.0001567750000000002,2.5e-07,0.0,0.0,163.40582225462705,0.09100059195728431
3,0.0001570250000000002,2.5e-07,0.0,0.0,163.6367268310184,0.09864357306040035
3,0.0001572750000000002,2.5e-07,0.0,0.0,163.86971341263913,0.1068545028475585
3,0.0001575250000000002,2.5e-07,0.0,0.0,164.10479079714815,0.11567329076455946
3,0.00015777500000000022,2.5e-07,0.0,0.0,164.34196757538993,0.12514305752947236
3,0.00015802500000000022,2.5e-07,0.0,0.0,164.5812522170196,0.13531072962571528
3,0.00015827500000000023,2.5e-07,0.0,0.0,164.8226531379721,0.14622714784590665
3,0.00015852500000000023,2.5e-07,0.0,0.0,165.0661787593019,0.1579484358538759
3,0.00015877500000000024,2.5e-07,0.0,0.0,165.31183756455505,0.17053672552802712
3,0.00015902500000000025,2.5e-07,0.0,0.0,165.55963816411943,0.18406253751521995
3,0.00015927500000000025,2.5e-07,0.0,0.0,165.8095893749824,0.19860855423230916
3,0.00015952500000000026,2.5e-07,0.0,0.0,166.061700327309,0.21427777753206068
3,0.00015977500000000027,2.5e-07,0.0,0.0,166.31598061285985,0.2312105626929546
3,0.00016002500000000027,2.5e-07,0.0,0.0,166.57244049800744,0.24962480879778237
3,0.00016027500000000028,2.5e-07,0.0,0.0,166.83109123995243,0.2699244340466557
3,0.00016052500000000028,2.5e-07,0.0,0.0,167.09194564234087,0.2932105560374202
3,0.0001607750000000003,2.5e-07,0.0,0.0,167.3550185500276,0.32119513239415726
3,0.0001610250000000003,2.5e-07,0.0,0.0,167.6203257253182,0.35033193792816675
3,0.0001612750000000003,2.5e-07,0.0,0.0,167.88788788283395,0.37985911653854454
3,0.0001615250000000003,2.5e-07,0.0,0.0,168.15773185124752,0.40969301973023325
3,0.00016177500000000031,2.5e-07,0.0,0.0,168.4298929392806,0.4398200665286398
3,0.00016202500000000032,2.5e-07,0.0,0.0,168.70441859594877,0.4702450550776142
3,0.00016227500000000033,2.5e-07,0.0,0.0,168.98137369711876,0.5009793149058935
3,0.00016252500000000033,2.5e-07,0.0,0.0,169.2608481567664,0.5320367889448084
